t,A,V,P,M,U,health,state,score,audio_score,raw_distance,distance,motion_fraction,naive_fraction,fallback,server,physical_p,physical_m,physical_u
4.2,0,0,0,0,0,0,0,0,0.7709304945396813,3.018183671722043,3.0092834443988012,0.0,0.0,0,1,0,0,0
4.3,0,0,0,0,0,0,0,0,0.3844850040307468,2.983957492674628,3.0044686234823113,0.0,0.0,0,1,0,0,0
4.4,0,0,0,0,0,0,0,0,0.2089636552160144,3.0148391787673168,3.0092834443988012,0.0,0.0,0,1,0,0,0
4.5,0,0,0,0,0,0,0,0,0.39601504251785996,2.9497663894901742,3.0092834443988012,0.0,0.0,0,1,0,0,0
4.6,0,0,0,0,0,0,0,0,0.4571822068171699,2.9834526365501626,2.983957492674628,0.0,0.0,0,1,0,0,0
4.7,0,0,0,0,0,0,0,0,0.2117214188455413,2.993032991758009,2.983957492674628,0.0,0.0,0,1,0,0,0
4.8,0,0,0,0,0,0,0,0,0.6884883530328973,3.0077259741244116,2.993032991758009,0.0,0.0,0,1,0,0,0
4.9,0,0,0,0,0,0,0,0,0.4515808441199566,3.025708657343512,2.993032991758009,0.0,0.0,0,1,0,0,0
5.0,0,0,0,0,0,0,0,0,0.7126130720359741,3.0264180815811943,3.0077259741244116,0.0,0.0,0,1,0,0,0
5.1,0,0,0,0,0,0,0,0,0.7470612509851103,2.987502482243777,3.0077259741244116,0.0,0.0,0,1,0,0,0
5.2,0,0,0,0,0,0,0,0,0.4457020845591727,2.9762846376853935,3.0077259741244116,0.0,0.0,0,1,0,0,0
5.3,0,0,0,0,0,0,0,0,0.10736513297945952,2.9427133842067326,2.987502482243777,0.0,0.0,0,1,0,0,0
5.4,0,0,0,0,0,0,0,0,0.2754017075783619,3.0183462908296725,2.987502482243777,0.0,0.0,0,1,0,0,0
5.5,0,0,0,0,0,0,0,0,0.19506810463570873,3.0300182344518833,2.987502482243777,0.0,0.0,0,1,0,0,0
5.6,0,0,0,0,0,0,0,0,0.43836998491761037,2.9584444004285952,2.9762846376853935,0.0,0.0,0,1,0,0,0
5.7,0,0,0,0,0,0,0,0,0.5773827921835878,2.965157149127101,2.965157149127101,0.0,0.0,0,1,0,0,0
5.8,0,0,0,0,0,0,0,0,0.43926273510475333,2.9838699509428968,2.9838699509428968,0.0,0.0,0,1,0,0,0
5.9,0,0,0,0,0,0,0,0,0.5132367987171688,2.9989103931695786,2.9838699509428968,0.0,0.0,0,1,0,0,0
6.0,0,0,0,0,0,0,0,0,0.4392081425374902,3.027187666124831,2.9838699509428968,0.0,0.0,0,1,0,0,0
6.1,0,0,0,0,0,0,0,0,0.2941591815003883,3.0060536459848968,2.9989103931695786,0.0,0.0,0,1,0,0,0
6.2,0,0,0,0,0,0,0,0,0.6070445414042699,2.9767975214199147,2.9989103931695786,0.0,0.0,0,1,0,0,0
6.3,0,0,0,0,0,0,0,0,0.3117951839259922,3.012675619207614,3.0060536459848968,0.0,0.0,0,1,0,0,0
6.4,0,0,0,0,0,0,0,0,0.9232591496715309,3.0274659701237545,3.012675619207614,0.0,0.0,0,1,0,0,0
6.5,0,0,0,0,0,0,0,0,0.9916880615334512,3.003395945901959,3.0060536459848968,0.0,0.0,0,1,0,0,0
6.6,0,0,0,0,0,0,0,0,0.35612732961451676,2.9850733292501057,3.003395945901959,0.0,0.0,0,1,0,0,0
6.7,0,0,0,0,0,0,0,0,0.7157032228898044,2.9761174895103184,3.003395945901959,0.0,0.0,0,1,0,0,0
6.8,0,0,0,0,0,0,0,0,0.4994107832203853,2.984021697062378,2.9850733292501057,0.0,0.0,0,1,0,0,0
6.9,0,0,0,0,0,0,0,0,0.4738587273430069,2.9737351629364834,2.984021697062378,0.0,0.0,0,1,0,0,0
7.0,0,0,0,0,0,0,0,0,0.4820092977910442,2.995424233110415,2.984021697062378,0.0,0.0,0,1,0,0,0
7.1,0,0,0,0,0,0,0,0,0.5543737348561082,2.996321785274254,2.984021697062378,0.0,0.0,0,1,0,0,0
7.2,0,0,0,0,0,0,0,0,0.4769397294985638,2.993387756417457,2.993387756417457,0.0,0.0,0,1,0,0,0
7.3,0,0,0,0,0,0,0,0,0.492464312537796,2.975767106973828,2.993387756417457,0.0,0.0,0,1,0,0,0
7.4,0,0,0,0,0,0,0,0,0.8582692827507772,2.9918135992768877,2.993387756417457,0.0,0.0,0,1,0,0,0
7.5,0,0,0,0,0,0,0,0,0.3862778710005329,3.0095693697400088,2.993387756417457,0.0,0.0,0,1,0,0,0
7.6,0,0,0,0,0,0,0,0,0.47987263794598345,3.0002964544892974,2.993387756417457,0.0,0.0,0,1,0,0,0
7.7,0,0,0,0,0,0,0,0,0.41789167140941874,3.025638137607197,3.0002964544892974,0.0,0.0,0,1,0,0,0
7.8,0,0,0,0,0,0,0,0,0.3557422764180867,2.9851982103049903,3.0002964544892974,0.0,0.0,0,1,0,0,0
7.9,0,0,0,0,0,0,0,0,0.3842086107080192,3.0267984290506136,3.0095693697400088,0.0,0.0,0,1,0,0,0
8.0,0,0,0,0,0,0,0,0,0.5585637604426786,2.980585239969269,3.0002964544892974,0.0,0.0,0,1,0,0,0
8.1,0,0,0,0,0,0,0,0,0.6125253233603721,3.0067344987743128,3.0067344987743128,0.0,0.0,0,1,0,0,0
8.2,0,0,0,0,0,0,0,0,0.3323367373643567,2.9753111425601717,2.9851982103049903,0.0,0.0,0,1,0,0,0
8.3,0,0,0,0,0,0,0,0,0.559437505338427,2.9935408699067874,2.9935408699067874,0.0,0.0,0,1,0,0,0
8.4,0,0,0,0,0,0,0,0,0.48492114010969684,3.009249500233351,2.9935408699067874,0.0,0.0,0,1,0,0,0
8.5,0,0,0,0,0,0,0,0,0.3224466926814555,3.0020842406158135,3.0020842406158135,0.0,0.0,0,1,0,0,0
8.6,0,0,0,0,0,0,0,0,0.5992973351259666,2.9773678033384945,2.9935408699067874,0.0,0.0,0,1,0,0,0
8.7,0,0,0,0,0,0,0,0,0.6344073351424093,3.0105286840125767,3.0020842406158135,0.0,0.0,0,1,0,0,0
8.8,0,0,0,0,0,0,0,0,0.7600801294929065,3.002898673482223,3.002898673482223,0.0,0.0,0,1,0,0,0
8.9,0,0,0,0,0,0,0,0,0.5822154257388523,3.0088244043546064,3.002898673482223,0.0,0.0,0,1,0,0,0
9.0,0,0,0,0,0,0,0,0,0.6029569286567442,2.9506038208514003,3.002898673482223,0.0,0.0,0,1,0,0,0
9.1,0,0,0,0,0,0,0,0,0.922182798276448,2.9871651948552076,3.002898673482223,0.0,0.0,0,1,0,0,0
9.2,0,0,0,0,0,0,0,0,0.5194249169676834,3.02775718615467,3.002898673482223,0.0,0.0,0,1,0,0,0
9.3,0,0,0,0,0,0,0,0,0.3640421372913611,3.0231877798503595,3.0088244043546064,0.0,0.0,0,1,0,0,0
9.4,0,0,0,0,0,0,0,0,0.353178634081126,2.9826921588447597,2.9871651948552076,0.0,0.0,0,1,0,0,0
9.5,0,0,0,0,0,0,0,0,0.49240601121734795,3.0118751509465747,3.0118751509465747,0.0,0.0,0,1,0,0,0
9.6,0,0,0,0,0,0,0,0,0.4251971793819208,2.994129616541903,3.0118751509465747,0.0,0.0,0,1,0,0,0
9.7,0,0,0,0,0,0,0,0,0.3838370730276652,3.032682944470968,3.0118751509465747,0.0,0.0,0,1,0,0,0
9.8,0,0,0,0,0,0,0,0,0.7515849851716183,2.998865299492228,2.998865299492228,0.0,0.0,0,1,0,0,0
9.9,0,0,0,0,0,0,0,0,0.7002241162731734,2.986655442421185,2.998865299492228,0.0,0.0,0,1,0,0,0
10.0,0,0,0,0,0,0,0,0,0.5963447732916484,2.9744373932854287,2.994129616541903,0.0,0.0,0,1,0,0,0
10.1,0,0,0,0,0,0,0,0,0.36609486455909596,3.016330756228895,2.998865299492228,0.0,0.0,0,1,0,0,0
10.2,0,0,0,0,0,0,0,0,0.3713311839576169,3.0184265885046995,2.998865299492228,0.0,0.0,0,1,0,0,0
10.3,0,0,0,0,0,0,0,0,0.5538351937361702,2.983341418386034,2.986655442421185,0.0,0.0,0,1,0,0,0
10.4,0,0,0,0,0,0,0,0,0.20302896818097332,3.0064153297555825,3.0064153297555825,0.0,0.0,0,1,0,0,0
10.5,0,0,0,0,0,0,0,0,0.421235379836676,2.995438672972042,3.0064153297555825,0.0,0.0,0,1,0,0,0
10.6,0,0,0,0,0,0,0,0,0.48236433683762814,2.9638400849545334,2.995438672972042,0.0,0.0,0,1,0,0,0
10.7,0,0,0,0,0,0,0,0,0.20759876807248506,2.9949851501693874,2.9949851501693874,0.0,0.0,0,1,0,0,0
10.8,0,0,0,0,0,0,0,0,0.10705769983373613,2.9811234856594515,2.9949851501693874,0.0,0.0,0,1,0,0,0
10.9,0,0,0,0,0,0,0,0,0.5660574435254123,3.0176218498702427,2.9949851501693874,0.0,0.0,0,1,0,0,0
11.0,0,0,0,0,0,0,0,0,0.25039047563956285,3.021974014260361,2.9949851501693874,0.0,0.0,0,1,0,0,0
11.1,0,0,0,0,0,0,0,0,0.36977738271375327,3.014649650885998,3.014649650885998,0.0,0.0,0,1,0,0,0
11.2,0,0,0,0,0,0,0,0,0.43212484235166754,3.0279763115446823,3.0176218498702427,0.0,0.0,0,1,0,0,0
11.3,0,0,0,0,0,0,0,0,0.43254944280490965,3.0206180150110162,3.0206180150110162,0.0,0.0,0,1,0,0,0
11.4,0,0,0,0,0,0,0,0,0.15842119437753127,3.0424072980873307,3.021974014260361,0.0,0.0,0,1,0,0,0
