t,A,V,P,M,U,health,state,score,audio_score,raw_distance,distance,motion_fraction,naive_fraction,fallback,server,physical_p,physical_m,physical_u
21.6,0,0,0,0,0,1,1,0,4.127613358122871,2.9724626683468167,2.9942926547107187,0.0,0.0,0,1,0,0,0
21.7,0,0,0,0,0,1,1,0,4.144331445955444,3.0254155714566817,2.9942926547107187,0.0,0.0,0,1,0,0,0
21.8,0,0,0,0,0,1,1,0,4.0158751915839765,2.997297763016665,2.997297763016665,0.0,0.0,0,1,0,0,0
21.9,0,0,0,0,0,1,1,0,4.046945563392122,2.9871799541947492,2.9942926547107187,0.0,0.0,0,1,0,0,0
22.0,0,0,0,0,0,1,1,0,4.086620020884492,3.0156911307366596,2.997297763016665,0.0,0.0,0,1,0,0,0
22.1,0,0,0,0,0,1,1,0,4.445776729475487,3.0315501176345743,3.0156911307366596,0.0,0.0,0,1,0,0,0
22.2,0,0,0,0,0,1,1,0,3.85718423959815,2.98257238425072,2.997297763016665,0.0,0.0,0,1,0,0,0
22.3,0,0,0,0,0,1,1,0,3.755260342327868,2.982601358242607,2.9871799541947492,0.0,0.0,0,1,0,0,0
22.4,0,0,0,0,0,1,1,0,4.089815299535721,2.981553249712478,2.982601358242607,0.0,0.0,0,1,0,0,0
22.5,0,0,0,0,0,1,1,0,3.987645554164243,3.0330345829491403,2.982601358242607,0.0,0.0,0,1,0,0,0
22.6,0,0,0,0,0,1,1,0,3.9363765113727887,2.968444965808145,2.98257238425072,0.0,0.0,0,1,0,0,0
22.7,0,0,0,0,0,1,1,0,3.9707979930975377,3.006908795947084,2.982601358242607,0.0,0.0,0,1,0,0,0
22.8,0,0,0,0,0,1,1,0,3.9699472206866924,2.941142902158466,2.981553249712478,0.0,0.0,0,1,0,0,0
22.9,0,0,0,0,0,1,1,0,3.899370718978412,2.9804897204130403,2.9804897204130403,0.0,0.0,0,1,0,0,0
23.0,0,0,0,0,0,1,1,0,3.71409665858846,2.9727874187492485,2.9727874187492485,0.0,0.0,0,1,0,0,0
23.1,0,0,0,0,0,1,1,0,4.000252830078215,2.9692002580321013,2.9727874187492485,0.0,0.0,0,1,0,0,0
23.2,0,0,0,0,0,1,1,0,4.123269138204652,3.007807382104646,2.9727874187492485,0.0,0.0,0,1,0,0,0
23.3,0,0,0,0,0,1,1,0,4.532571958063692,3.0224340398941694,2.9804897204130403,0.0,0.0,0,1,0,0,0
23.4,0,0,0,0,0,1,1,0,4.237497225805981,3.00728526820867,3.00728526820867,0.0,0.0,0,1,0,0,0
23.5,0,0,0,0,0,1,1,0,4.069496831120323,2.9991865132661366,3.00728526820867,0.0,0.0,0,1,0,0,0
23.6,0,0,0,0,0,1,1,0,4.452447674800904,3.013383718325378,3.007807382104646,0.0,0.0,0,1,0,0,0
23.7,0,0,0,0,0,1,1,0,4.34253884009827,3.01140542308648,3.01140542308648,0.0,0.0,0,1,0,0,0
23.8,0,0,0,0,0,1,1,0,3.89272197986111,3.026334649733527,3.01140542308648,0.0,0.0,0,1,0,0,0
23.9,0,0,0,0,0,1,1,0,4.185278430898122,2.990771328719547,3.01140542308648,0.0,0.0,0,1,0,0,0
